session_date,root_symbol,front_month_sym,front_month_id,back_month_sym,back_month_id,close_price,adjusted_close,back_close,spread,is_roll_day,cum_adjustment,gap,days_to_expiry,rc_trade_count,rc_volume,open_price,session_high,session_low,session_trade_count,session_volume,avg_spread_ticks,spread_volatility,overnight_range_pct,overnight_return,open_range_pct,spread_volume,buy_volume,sell_volume,flow_imbalance
2018-12-31,KE,KEH9,88282,KEK9,410562,489.0,445.75,501.0,-12.0,false,-43.25,0.0,73,3941,10608,496.0,497.0,487.25,3941,10608,1.2813907991463125,0.5810969084563691,,,,1374,3764,5569,-0.1933997642772956
2019-01-02,KE,KEH9,88282,KEK9,410562,494.0,450.75,505.25,-11.25,false,-43.25,0.0,71,4462,12304,490.0,497.25,487.75,4462,12304,1.1303879310344827,0.4269700862182112,,,,1333,5422,5102,0.03040668947168377
2019-01-03,KE,KEH9,88282,KEK9,410562,503.5,460.25,515.25,-11.75,false,-43.25,0.0,70,4367,12916,492.25,504.5,492.25,4367,12916,1.2396274749215925,0.5836514477918404,,,,2453,6049,4218,0.1783383656374793
2019-01-04,KE,KEH9,88282,KEK9,410562,505.0,461.75,516.25,-11.25,false,-43.25,0.0,69,3983,9645,504.0,508.75,503.5,3983,9645,1.1723787366321923,0.45072635705225955,,,,1417,4291,3813,0.05898321816386969
2019-01-07,KE,KEH9,88282,KEK9,410562,503.25,460.0,514.75,-11.5,false,-43.25,0.0,66,3669,10542,506.25,507.25,500.5,3669,10542,1.1526119485334687,0.42937555097186975,,,,1455,4307,4697,-0.04331408262994225
2019-01-08,KE,KEH9,88282,KEK9,410562,506.0,462.75,517.5,-11.5,false,-43.25,0.0,65,5491,14430,501.0,510.25,499.0,5491,14430,1.1816440345429546,0.5165866560538469,,,,1950,7069,5872,0.09249671586430724
2019-01-09,KE,KEH9,88282,KEK9,410562,504.75,461.5,516.5,-11.75,false,-43.25,0.0,64,3896,10445,506.25,511.0,504.75,3896,10445,1.1754533613866347,0.5080206381582172,,,,1207,4624,4635,-0.0011880332649314182
2019-01-10,KE,KEH9,88282,KEK9,410562,498.25,455.0,509.5,-11.25,false,-43.25,0.0,63,4732,14897,504.75,505.5,496.25,4732,14897,1.1184438856819068,0.34935850654005235,,,,2535,5279,7349,-0.1639214444092493
2019-01-11,KE,KEH9,88282,KEK9,410562,504.5,461.25,515.75,-11.25,false,-43.25,0.0,62,5431,17144,497.5,508.75,497.5,5431,17144,1.275239900308923,0.7612508755315315,,,,2022,7556,7349,0.013887957061388796
2019-01-14,KE,KEH9,88282,KEK9,410562,500.0,456.75,511.25,-11.25,false,-43.25,0.0,59,4050,11470,504.5,509.25,498.75,4050,11470,1.3269730307892122,0.8430771401317247,,,,1264,4329,6068,-0.16725978647686832
2019-01-15,KE,KEH9,88282,KEK9,410562,494.75,451.5,506.0,-11.25,false,-43.25,0.0,58,7347,18844,499.0,502.75,492.25,7347,18844,1.2263848349745003,0.5569004483167588,,,,2142,7175,9620,-0.1455790413813635
2019-01-16,KE,KEH9,88282,KEK9,410562,495.25,452.0,506.5,-11.25,false,-43.25,0.0,57,4230,12328,495.5,500.75,494.25,4230,12328,1.2714738374582513,0.5538507930594893,,,,1432,5232,5317,-0.008057635794862072
2019-01-17,KE,KEH9,88282,KEK9,410562,504.5,461.25,515.0,-10.5,false,-43.25,0.0,56,6678,23474,494.75,508.25,493.25,6678,23474,1.2410852482438386,0.5307496050180757,,,,3125,11242,9129,0.10372588483628688
2019-01-18,KE,KEH9,88282,KEK9,410562,505.25,462.0,515.0,-9.75,false,-43.25,0.0,55,4909,13303,505.75,509.0,503.25,4909,13303,1.368662312175976,0.7336939286459524,,,,2160,5481,5316,0.015282022784106696
2019-01-22,KE,KEH9,88282,KEK9,410562,510.5,467.25,519.25,-8.75,false,-43.25,0.0,51,7951,22633,506.0,514.0,502.75,7951,22633,1.2358714443716645,0.49044964189474094,,,,3406,9989,8867,0.05950360627916843
2019-01-23,KE,KEH9,88282,KEK9,410562,515.0,471.75,524.25,-9.25,false,-43.25,0.0,50,4012,11849,510.25,515.5,510.25,4012,11849,1.2050755918620182,0.4334453767127504,,,,1043,6042,4890,0.10537870472008781
2019-01-24,KE,KEH9,88282,KEK9,410562,511.5,468.25,521.25,-9.75,false,-43.25,0.0,49,4470,13395,515.0,518.0,510.5,4470,13395,1.232221641400941,0.45669661966908587,,,,1764,5351,5740,-0.03507348300423767
2019-01-25,KE,KEH9,88282,KEK9,410562,510.25,467.0,519.75,-9.5,false,-43.25,0.0,48,4092,12688,510.0,513.25,506.25,4092,12688,1.2363083834313273,0.4888750403508343,,,,1568,5177,6094,-0.0813592405287907
2019-01-28,KE,KEH9,88282,KEK9,410562,506.25,463.0,516.5,-10.25,false,-43.25,0.0,45,3754,10372,510.0,513.25,504.5,3754,10372,1.2681784963917055,0.5210421094348655,,,,1727,3942,4502,-0.06631927996210327
2019-01-29,KE,KEH9,88282,KEK9,410562,500.5,457.25,510.5,-10.0,false,-43.25,0.0,44,5673,19106,506.75,509.25,498.25,5673,19106,1.238885816975394,0.492616400299648,,,,3113,7031,8620,-0.10152705897386749
2019-01-30,KE,KEH9,88282,KEK9,410562,502.75,459.5,512.5,-9.75,false,-43.25,0.0,43,4041,12134,500.0,505.75,498.0,4041,12134,1.2304742752943982,0.4675438093586546,,,,1818,5004,5223,-0.02141390437078322
2019-01-31,KE,KEH9,88282,KEK9,410562,499.0,455.75,508.5,-9.5,false,-43.25,0.0,42,4487,13505,502.0,504.0,497.0,4487,13505,1.2470498393441205,0.46381201613264794,,,,2324,5173,6150,-0.08628455356354323
2019-02-01,KE,KEH9,88282,KEK9,410562,509.75,466.5,517.5,-7.75,false,-43.25,0.0,41,6542,20819,500.0,510.75,498.5,6542,20819,1.2102817452553316,0.45460096957142904,,,,3108,9933,7457,0.14238067855089132
2019-02-04,KE,KEH9,88282,KEK9,410562,510.0,466.75,517.5,-7.5,false,-43.25,0.0,38,4323,13863,510.0,513.0,505.75,4323,13863,1.1937708565072302,0.454424689512745,,,,1739,6282,5719,0.04691275727022748
2019-02-05,KE,KEH9,88282,KEK9,410562,511.5,468.25,517.0,-5.5,false,-43.25,0.0,37,3522,9889,509.25,512.0,506.0,3522,9889,1.157214877204349,0.3839796258534616,,,,1682,4646,3500,0.140682543579671
2019-02-06,KE,KEH9,88282,KEK9,410562,508.0,464.75,514.25,-6.25,false,-43.25,0.0,36,4094,12200,510.0,513.5,507.25,4094,12200,1.2204744408134238,0.46493026372125634,,,,1571,5585,5105,0.04490177736202058
2019-02-07,KE,KEH9,88282,KEK9,410562,495.5,452.25,503.25,-7.75,false,-43.25,0.0,35,6706,22174,507.5,508.75,495.0,6706,22174,1.2611868143201537,0.5442475358384842,,,,3374,7349,10940,-0.196347531302969
2019-02-08,KE,KEH9,88282,KEK9,410562,494.5,451.25,501.5,-7.0,false,-43.25,0.0,34,6133,17902,496.5,500.5,492.5,6133,17902,1.2360772003255436,0.4909772156548341,,,,3293,7223,6798,0.030311675344126668
2019-02-11,KE,KEH9,88282,KEK9,410562,494.0,450.75,499.5,-5.5,false,-43.25,0.0,31,5026,13447,493.25,495.5,487.5,5026,13447,1.2190359477124184,0.43470415003099155,,,,2204,5375,5679,-0.027501356974850732
2019-02-12,KE,KEH9,88282,KEK9,410562,491.0,447.75,495.75,-4.75,false,-43.25,0.0,30,4825,13835,492.75,495.0,488.25,4825,13835,1.2351838588256807,0.46412262987079117,,,,2229,5511,5713,-0.017997148966500356
2019-02-13,KE,KEH9,88282,KEK9,410562,493.5,450.25,500.0,-6.5,false,-43.25,0.0,29,4723,11268,491.5,495.25,490.0,4723,11268,1.2085409591519345,0.4290629495676901,,,,1496,5003,4710,0.030165757232574898
2019-02-14,KE,KEH9,88282,KEK9,410562,482.25,439.0,489.0,-6.75,false,-43.25,0.0,28,4846,13105,492.25,494.5,481.25,4846,13105,1.3208811932110407,0.5382516526066976,,,,2115,4644,6074,-0.13342041425639112
2019-02-15,KE,KEH9,88282,KEK9,410562,476.25,433.0,483.75,-7.5,false,-43.25,0.0,27,4520,13108,483.25,484.75,472.0,4520,13108,1.4114619883040935,0.5804578188513969,,,,2304,5090,5783,-0.06373585946840798
2019-02-19,KE,KEH9,88282,KEK9,410562,461.0,417.75,468.25,-7.25,false,-43.25,0.0,23,6452,15817,472.75,478.5,460.0,6452,15817,1.6621246257831548,0.8134089921278614,,,,2662,6317,6485,-0.01312294953913451
2019-02-20,KE,KEK9,410562,KEH9,88282,457.5,414.25,449.75,7.75,true,-43.25,-3.5,83,8805,23886,470.25,473.0,457.5,8805,23886,1.2489812550937245,0.523819796336031,,,,5505,8108,9705,-0.0896536237579296
2019-02-21,KE,KEK9,410562,KEN9,141774,463.0,416.25,473.5,-10.5,false,-46.75,0.0,82,6646,21514,458.75,470.0,458.5,6646,21514,1.3216626719811433,0.60607572213543,,,,2804,9784,8426,0.07457440966501921
2019-02-22,KE,KEK9,410562,KEH9,88282,464.75,418.0,457.25,7.5,false,-46.75,0.0,81,5665,15702,464.5,470.0,462.5,5665,15702,1.2478640206138962,0.4854913933288923,,,,3122,6002,5921,0.006793592216723979
2019-02-25,KE,KEK9,410562,KEN9,141774,449.0,402.25,458.5,-9.5,false,-46.75,0.0,78,7205,22423,468.0,470.0,449.0,7205,22423,1.2164840273626885,0.5016244227112112,,,,4007,7981,10184,-0.12127718139278833
2019-02-26,KE,KEK9,410562,KEN9,141774,444.25,397.5,455.0,-10.75,false,-46.75,0.0,77,8519,24992,450.5,453.25,440.25,8519,24992,1.2381010590418615,0.5065107424514853,,,,4229,10033,10738,-0.033941553126955855
2019-02-27,KE,KEK9,410562,KEN9,141774,446.25,399.5,456.0,-9.75,false,-46.75,0.0,76,8138,20362,444.0,452.75,442.75,8138,20362,1.2378255153701994,0.5930845481840223,,,,3486,8441,8654,-0.01245978356244516
2019-02-28,KE,KEK9,410562,KEN9,141774,443.75,397.0,453.0,-9.25,false,-46.75,0.0,75,7560,19240,447.25,450.0,442.5,7560,19240,1.1748231557672875,0.405941359353057,,,,3159,7379,8219,-0.05385305808436979
2019-03-01,KE,KEK9,410562,KEN9,141774,445.75,399.0,453.5,-7.75,false,-46.75,0.0,74,9575,28268,444.0,448.0,432.5,9575,28268,1.1728950923007655,0.4070984706497388,,,,4302,10863,12685,-0.07737387463903517
2019-03-04,KE,KEK9,410562,KEN9,141774,444.5,397.75,451.25,-6.75,false,-46.75,0.0,71,7740,23951,445.25,450.0,441.75,7740,23951,1.172721739886475,0.4098217154096611,,,,4183,8888,10154,-0.06648461296082345
2019-03-05,KE,KEK9,410562,KEN9,141774,451.5,404.75,459.75,-8.25,false,-46.75,0.0,70,5294,15430,445.25,452.5,441.25,5294,15430,1.1444392608669196,0.39274076679118936,,,,2075,6609,6220,0.030321926884402526
2019-03-06,KE,KEK9,410562,KEN9,141774,438.5,391.75,446.75,-8.25,false,-46.75,0.0,69,6148,19064,452.5,452.75,437.75,6148,19064,1.225553116027698,0.4618303271366733,,,,2435,6987,9066,-0.1295085030835358
2019-03-07,KE,KEK9,410562,KEN9,141774,426.5,379.75,436.25,-9.75,false,-46.75,0.0,68,6861,21244,439.25,439.75,426.5,6861,21244,1.1975515329078164,0.4447225284855326,,,,3022,7241,10763,-0.19562319484558988
2019-03-08,KE,KEK9,410562,KEN9,141774,430.25,383.5,439.75,-9.5,false,-46.75,0.0,67,6682,19669,427.5,434.5,425.5,6682,19669,1.2779353534218878,0.7009794803993209,,,,3040,7906,8487,-0.035441956932837186
2019-03-11,KE,KEK9,410562,KEN9,141774,419.25,372.5,428.5,-9.25,false,-46.75,0.0,64,6042,16508,431.75,433.25,418.75,6042,16508,1.366963721844081,0.5778479501331063,,,,2343,6482,7932,-0.10059664215346191
2019-03-12,KE,KEK9,410562,KEN9,141774,441.25,394.5,450.5,-9.25,false,-46.75,0.0,63,9124,27508,420.0,445.0,418.25,9124,27508,1.3286552906768785,0.6025315395057836,,,,4058,12918,10374,0.10922205048943844
2019-03-13,KE,KEK9,410562,KEN9,141774,436.0,389.25,444.25,-8.25,false,-46.75,0.0,62,6896,18460,444.0,444.75,431.0,6896,18460,1.2187985005133593,0.47987954295247015,,,,2645,7487,8200,-0.045451647861286415
2019-03-14,KE,KEK9,410562,KEN9,141774,436.5,389.75,445.25,-8.75,false,-46.75,0.0,61,6696,20042,436.75,446.75,435.0,6696,20042,1.3034706294378597,0.5556047752918261,,,,2324,8077,9531,-0.08257610177192186
2019-03-15,KE,KEK9,410562,KEN9,141774,441.75,395.0,451.25,-9.5,false,-46.75,0.0,60,5094,15595,436.75,444.5,433.0,5094,15595,1.3608926866960593,0.5863407946919257,,,,2075,6918,6434,0.03624925104853206
2019-03-18,KE,KEK9,410562,KEN9,141774,438.0,391.25,447.25,-9.25,false,-46.75,0.0,57,5628,18312,443.5,444.5,433.5,5628,18312,1.2308604423364438,0.4720472753445361,,,,2280,8218,8100,0.0072312783429341835
2019-03-19,KE,KEK9,410562,KEN9,141774,435.5,388.75,445.25,-9.75,false,-46.75,0.0,56,5052,15411,439.0,443.25,433.5,5052,15411,1.1872259978161313,0.42988379120795167,,,,1675,6366,7058,-0.05154946364719905
2019-03-20,KE,KEK9,410562,KEN9,141774,444.0,397.25,452.5,-8.5,false,-46.75,0.0,55,4581,14016,436.75,444.75,436.0,4581,14016,1.2675746735054523,0.5306394503191377,,,,1978,6040,5263,0.06874281164292666
2019-03-21,KE,KEK9,410562,KEN9,141774,446.25,399.5,454.25,-8.0,false,-46.75,0.0,54,5044,13558,444.0,448.25,439.25,5044,13558,1.2591447888313285,0.488318190722577,,,,1286,6451,6001,0.0361387728878895
2019-03-22,KE,KEK9,410562,KEN9,141774,444.5,397.75,452.75,-8.25,false,-46.75,0.0,53,5485,15317,446.0,452.0,443.25,5485,15317,1.252210364458438,0.48497997837696877,,,,1732,6735,6999,-0.019222367846221056
2019-03-25,KE,KEK9,410562,KEN9,141774,448.25,401.5,457.25,-9.0,false,-46.75,0.0,50,4604,13116,445.25,451.5,441.5,4604,13116,1.4163564235581325,0.8483033314034379,,,,1220,6818,5372,0.11862182116488926
2019-03-26,KE,KEK9,410562,KEN9,141774,443.0,396.25,451.0,-8.0,false,-46.75,0.0,49,5518,15479,449.5,454.0,442.25,5518,15479,1.2919718187353222,0.4928565998122982,,,,2176,6181,6711,-0.04111076636673906
2019-03-27,KE,KEK9,410562,KEN9,141774,444.75,398.0,452.25,-7.5,false,-46.75,0.0,48,4876,14591,443.0,446.0,441.0,4876,14591,1.2175500440639557,0.4525966215714861,,,,1442,6641,6779,-0.010283159463487332
2019-03-28,KE,KEK9,410562,KEN9,141774,437.75,391.0,445.75,-8.0,false,-46.75,0.0,47,3714,10080,444.5,444.5,435.75,3714,10080,1.2405299883701613,0.44609261659958543,,,,1163,4127,4848,-0.08033426183844011
2019-03-29,KE,KEK9,410562,KEN9,141774,430.5,383.75,437.75,-7.25,false,-46.75,0.0,46,7868,22794,438.0,441.0,427.25,7868,22794,1.3169443523078102,0.5777607616098723,,,,3124,10006,10026,-0.000998402555910543
2019-04-01,KE,KEK9,410562,KEN9,141774,435.25,388.5,442.75,-7.5,false,-46.75,0.0,43,5839,16209,431.0,438.25,427.0,5839,16209,1.1628526645768025,0.3999992322689935,,,,2009,8526,6622,0.1256931608133087
2019-04-02,KE,KEK9,410562,KEN9,141774,432.5,385.75,440.0,-7.5,false,-46.75,0.0,42,6342,18427,435.5,437.25,422.75,6342,18427,1.2579915090216645,0.45563385446036936,,,,2509,7785,7797,-0.0007701193685021178
2019-04-03,KE,KEK9,410562,KEN9,141774,437.0,390.25,443.75,-6.75,false,-46.75,0.0,41,4920,13849,431.75,438.75,430.75,4920,13849,1.315421129503408,0.5684987814582053,,,,2175,6579,5461,0.09285714285714286
2019-04-04,KE,KEK9,410562,KEN9,141774,439.25,392.5,444.5,-5.25,false,-46.75,0.0,40,5336,15486,437.0,443.5,434.25,5336,15486,1.2431902669820885,0.5793565681673403,,,,1965,7213,6359,0.06292366637194223
2019-04-05,KE,KEK9,410562,KEN9,141774,431.0,384.25,438.0,-7.0,false,-46.75,0.0,39,5183,14506,438.5,438.5,430.0,5183,14506,1.2127038592754738,0.44584399457209417,,,,1854,6125,6715,-0.045950155763239874
2019-04-08,KE,KEK9,410562,KEN9,141774,430.25,383.5,438.25,-8.0,false,-46.75,0.0,36,3836,10266,430.5,435.25,427.75,3836,10266,1.2688145036076355,0.4862303165649076,,,,1255,4927,4155,0.08500330323717242
2019-04-09,KE,KEK9,410562,KEN9,141774,426.5,379.75,434.25,-7.75,false,-46.75,0.0,35,4446,10688,428.0,430.5,422.0,4446,10688,1.3166625946738333,0.8746886795362006,,,,1859,4129,5043,-0.09965111208024423
2019-04-10,KE,KEK9,410562,KEN9,141774,425.5,378.75,432.0,-6.5,false,-46.75,0.0,34,2744,6708,426.75,430.0,424.5,2744,6708,1.3665888110332556,0.5305402419934019,,,,1218,2534,3141,-0.1069603524229075
2019-04-11,KE,KEK9,410562,KEN9,141774,431.5,384.75,438.25,-6.75,false,-46.75,0.0,33,3559,8692,425.0,433.25,424.5,3559,8692,1.3463449698409227,0.5182485766075591,,,,1650,3737,3657,0.010819583446037328
2019-04-12,KE,KEK9,410562,KEN9,141774,434.75,388.0,441.5,-6.75,false,-46.75,0.0,32,3503,8328,432.25,435.25,428.75,3503,8328,1.3480862735319785,0.5440504704410002,,,,1170,3906,3476,0.05824979680303441
2019-04-15,KE,KEN9,141774,KEK9,410562,433.25,386.5,427.0,6.25,true,-46.75,-1.5,88,3217,8439,440.5,441.25,432.5,3217,8439,1.3492961165048543,0.5762339985221975,,,,1667,3184,3614,-0.06325389820535451
2019-04-16,KE,KEN9,141774,KEK9,410562,422.75,374.5,417.75,5.0,false,-48.25,0.0,87,5636,13878,433.0,434.25,420.0,5636,13878,1.2702025265690795,0.5380269965504311,,,,2647,4895,6021,-0.10315133748625871
2019-04-17,KE,KEN9,141774,KEK9,410562,427.0,378.75,421.75,5.25,false,-48.25,0.0,86,4143,10825,423.25,429.0,422.25,4143,10825,1.2731265503038027,0.570017056195808,,,,1999,4851,4004,0.09565217391304348
2019-04-18,KE,KEN9,141774,KEK9,410562,426.0,377.75,420.0,6.0,false,-48.25,0.0,85,3559,8924,426.25,430.0,420.75,3559,8924,1.3726521412471826,0.6320664730652692,,,,1419,3902,3547,0.04765740367834609
2019-04-22,KE,KEN9,141774,KEK9,410562,417.75,369.5,411.25,6.5,false,-48.25,0.0,81,3205,8426,425.75,425.75,417.0,3205,8426,1.3177880375577113,0.552162155726749,,,,1236,3401,3937,-0.07304442627418915
2019-04-23,KE,KEN9,141774,KEK9,410562,419.25,371.0,413.0,6.25,false,-48.25,0.0,80,5370,15384,417.75,421.5,414.5,5370,15384,1.3421129220023282,0.5576375651304686,,,,2242,6849,6310,0.04096055931301771
2019-04-24,KE,KEN9,141774,KEK9,410562,411.0,362.75,404.0,7.0,false,-48.25,0.0,79,5257,15736,420.0,421.75,410.75,5257,15736,1.2429707051376417,0.5415500338413689,,,,2429,6398,6952,-0.04149812734082397
2019-04-25,KE,KEN9,141774,KEK9,410562,411.0,362.75,404.0,7.0,false,-48.25,0.0,78,5760,15295,411.0,413.75,407.5,5760,15295,1.2591865189427445,0.4834742723363693,,,,2383,6483,6521,-0.002922177791448785
2019-04-26,KE,KEN9,141774,KEK9,410562,408.0,359.75,400.25,7.75,false,-48.25,0.0,77,5834,15123,411.5,415.5,406.75,5834,15123,1.2786165078579383,0.49878517592351895,,,,2147,6284,6802,-0.03958428855265169
2019-04-29,KE,KEN9,141774,KEU9,694406,396.25,348.0,407.5,-11.25,false,-48.25,0.0,74,5748,18544,408.25,412.5,396.0,5748,18544,1.173972051125263,0.4070491899283659,,,,3181,5877,9160,-0.21832812396089646
2019-04-30,KE,KEN9,141774,KEU9,694406,394.75,346.5,406.25,-11.5,false,-48.25,0.0,73,5803,19145,396.75,399.25,390.5,5803,19145,1.1941498112084228,0.42726744371845676,,,,2148,8683,7696,0.060260089138531044
2019-05-01,KE,KEN9,141774,KEU9,694406,400.0,351.75,410.5,-10.5,false,-48.25,0.0,72,5525,14381,394.5,402.25,394.0,5525,14381,1.3105506662580089,0.5478691328819095,,,,1518,7294,6055,0.09281594126900891
2019-05-02,KE,KEN9,141774,KEU9,694406,404.75,356.5,416.0,-11.25,false,-48.25,0.0,71,5293,15500,400.5,408.0,399.5,5293,15500,1.3269125383603682,0.546590968041299,,,,2348,6508,6763,-0.01921482932710421
2019-05-03,KE,KEN9,141774,KEU9,694406,401.25,353.0,412.0,-10.75,false,-48.25,0.0,70,3722,11078,405.25,409.0,399.25,3722,11078,1.3491577616071264,0.5820650081563659,,,,1384,4363,5126,-0.08040889450943198
2019-05-06,KE,KEN9,141774,KEU9,694406,402.75,354.5,413.0,-10.25,false,-48.25,0.0,67,5456,14688,396.25,404.5,391.5,5456,14688,1.2848775561726837,0.6174366482040926,,,,2304,6663,5583,0.0881920627143557
2019-05-07,KE,KEN9,141774,KEU9,694406,404.5,356.25,415.25,-10.75,false,-48.25,0.0,66,5120,12824,402.5,406.75,397.25,5120,12824,1.2007239048278064,0.42501053781295156,,,,1250,6309,5656,0.05457584621813623
2019-05-08,KE,KEN9,141774,KEU9,694406,403.25,355.0,413.75,-10.5,false,-48.25,0.0,65,3940,9532,404.5,406.5,398.25,3940,9532,1.312056992767963,0.5167134188610568,,,,1265,4381,4118,0.030944817037298504
2019-05-09,KE,KEN9,141774,KEU9,694406,397.75,349.5,408.25,-10.5,false,-48.25,0.0,64,4442,11647,402.75,403.0,395.25,4442,11647,1.2797428701951314,0.4849010558144275,,,,1652,4715,5439,-0.071301949970455
2019-05-10,KE,KEN9,141774,KEU9,694406,386.25,338.0,397.0,-10.75,false,-48.25,0.0,63,7148,19190,399.5,401.75,385.25,7148,19190,1.501271327408393,0.9659429421068845,,,,2974,7891,8560,-0.04066622089842563
2019-05-13,KE,KEN9,141774,KEU9,694406,395.5,347.25,406.0,-10.5,false,-48.25,0.0,60,7790,23582,387.25,399.75,382.0,7790,23582,1.183082675130138,0.4421395234267835,,,,3483,11345,8464,0.14543894189509818
2019-05-14,KE,KEN9,141774,KEU9,694406,409.5,361.25,420.25,-10.75,false,-48.25,0.0,59,7238,20260,399.5,411.25,398.0,7238,20260,1.1570663218178459,0.37486673860783876,,,,2101,10213,7607,0.1462401795735129
2019-05-15,KE,KEN9,141774,KEU9,694406,402.5,354.25,413.5,-11.0,false,-48.25,0.0,58,7528,23537,410.0,423.25,401.0,7528,23537,1.2340411098297266,0.5051903569243542,,,,3279,9059,10252,-0.06177826109471286
2019-05-16,KE,KEN9,141774,KEU9,694406,419.0,370.75,429.75,-10.75,false,-48.25,0.0,57,6943,19556,401.0,420.0,401.0,6943,19556,1.2621159990169575,0.49978864573204346,,,,3389,9230,6919,0.1431048362127686
2019-05-17,KE,KEN9,141774,KEU9,694406,417.75,369.5,428.25,-10.5,false,-48.25,0.0,56,6482,18008,419.75,425.5,415.5,6482,18008,1.2055514942553818,0.45610853510568994,,,,2703,7268,8397,-0.07207149696776252
2019-05-20,KE,KEN9,141774,KEU9,694406,435.75,387.5,446.25,-10.5,false,-48.25,0.0,53,9036,25610,424.75,439.75,424.0,9036,25610,1.1801828550367042,0.4309777624974586,,,,3902,11139,9468,0.08108895035667492
2019-05-21,KE,KEN9,141774,KEU9,694406,433.0,384.75,442.75,-9.75,false,-48.25,0.0,52,11255,29905,442.0,453.0,431.25,11255,29905,1.1249456680513892,0.3494529978419634,,,,4646,11908,12943,-0.04164822341153274
2019-05-22,KE,KEN9,141774,KEU9,694406,431.5,383.25,442.75,-11.25,false,-48.25,0.0,51,6708,17928,432.5,440.5,428.25,6708,17928,1.257123141945315,0.5441919339139432,,,,2445,7326,7933,-0.03977980208401599
2019-05-23,KE,KEN9,141774,KEU9,694406,424.0,375.75,435.5,-11.5,false,-48.25,0.0,50,9356,24786,431.5,439.25,421.25,9356,24786,1.2182239965472594,0.47770483546987597,,,,3966,10404,11078,-0.031375104738851134
2019-05-24,KE,KEN9,141774,KEU9,694406,443.25,395.0,455.0,-11.75,false,-48.25,0.0,49,6634,18176,424.0,444.0,421.75,6634,18176,1.3088227377940465,0.5628781206617319,,,,2652,9278,6637,0.1659440779139177
2019-05-28,KE,KEN9,141774,KEU9,694406,461.0,412.75,471.5,-10.5,false,-48.25,0.0,45,9322,25193,448.0,463.5,447.25,9322,25193,1.3689051470244495,0.6246920519841958,,,,4108,10698,10148,0.026383958553199655
2019-05-29,KE,KEN9,141774,KEU9,694406,450.25,402.0,461.0,-10.75,false,-48.25,0.0,44,12295,31055,474.75,481.25,450.0,12295,31055,1.573628807897927,0.8686642993068989,,,,6128,11241,13149,-0.07822878228782287
2019-05-30,KE,KEN9,141774,KEU9,694406,478.0,429.75,489.75,-11.75,false,-48.25,0.0,43,10026,26239,451.75,479.5,445.25,10026,26239,1.4926695485502222,0.7577995235636503,,,,3261,12513,9914,0.11588710037008962
2019-05-31,KE,KEN9,141774,KEU9,694406,473.25,425.0,484.75,-11.5,false,-48.25,0.0,42,11501,31306,481.0,490.0,467.5,11501,31306,1.7006957761468258,1.0677891697024073,,,,4873,12387,13509,-0.04332715477293791
2019-06-03,KE,KEN9,141774,KEU9,694406,487.25,439.0,498.75,-11.5,false,-48.25,0.0,39,12390,31253,476.5,495.0,473.5,12390,31253,1.4189330003102205,0.8222810173627276,,,,4446,13258,13099,0.006032553021967599
2019-06-04,KE,KEN9,141774,KEU9,694406,467.75,419.5,480.5,-12.75,false,-48.25,0.0,38,11064,26040,493.0,497.0,462.75,11064,26040,1.3491178295948223,0.649836382143574,,,,3716,10474,11888,-0.06323226902781505
2019-06-05,KE,KEN9,141774,KEU9,694406,447.25,399.0,460.25,-13.0,false,-48.25,0.0,37,9014,23011,469.25,469.5,445.0,9014,23011,1.6048788466481296,0.8875944700102315,,,,2901,8739,10701,-0.10092592592592593
2019-06-06,KE,KEN9,141774,KEU9,694406,456.0,407.75,469.5,-13.5,false,-48.25,0.0,36,8557,19835,448.25,460.75,440.75,8557,19835,1.5217288055093803,0.7923859997950027,,,,3657,8450,8323,0.007571692601204317
2019-06-07,KE,KEN9,141774,KEU9,694406,448.0,399.75,461.75,-13.75,false,-48.25,0.0,35,4925,11830,456.0,457.25,445.75,4925,11830,1.5779422338354698,0.850105402342424,,,,2021,4250,5557,-0.13327215254410116
2019-06-10,KE,KEN9,141774,KEU9,694406,453.0,404.75,466.25,-13.25,false,-48.25,0.0,32,4282,9298,447.25,454.0,439.0,4282,9298,1.544134046264261,0.7716254653610601,,,,1465,4097,3558,0.07041149575440889
2019-06-11,KE,KEN9,141774,KEU9,694406,458.0,409.75,471.0,-13.0,false,-48.25,0.0,31,7943,16971,449.0,459.5,441.5,7943,16971,1.500391413621194,0.8659103340022931,,,,2830,7644,6731,0.06351304347826087
2019-06-12,KE,KEN9,141774,KEU9,694406,463.0,414.75,475.75,-12.75,false,-48.25,0.0,30,6179,13240,458.25,465.25,451.25,6179,13240,1.4167967250863502,0.677243412771794,,,,2235,5824,5335,0.04382113092571019
2019-06-13,KE,KEN9,141774,KEU9,694406,468.75,420.5,482.0,-13.25,false,-48.25,0.0,29,5312,11647,461.75,472.0,460.5,5312,11647,1.4103656120889694,0.6811702840844873,,,,1805,4959,4961,-0.00020161290322580645
2019-06-14,KE,KEN9,141774,KEU9,694406,477.0,428.75,489.0,-12.0,false,-48.25,0.0,28,6310,16204,467.75,478.0,466.5,6310,16204,1.3866745544627672,0.5908593312243152,,,,2196,7279,6204,0.07973003040866276
